NLOC,CCN,Token Count,Parameter Count,Length,Function Name,File Path,Function Signature,Start Line,End Line
6,1,29,2,7,"Gpio_SfPClkOutputCfg@410-416@./examples/HC32L19x_Template_Rev1.1.0/driver/src/gpio.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/gpio.c","Gpio_SfPClkOutputCfg","Gpio_SfPClkOutputCfg( en_gpio_sf_pclkout_g_t enGate , en_gpio_sf_pclkout_div_t enDiv)",410,416
5,1,18,1,6,"Gpio_SfExtClkCfg@426-431@./examples/HC32L19x_Template_Rev1.1.0/driver/src/gpio.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/gpio.c","Gpio_SfExtClkCfg","Gpio_SfExtClkCfg( en_gpio_sf_ssn_extclk_t enExtClk)",426,431
12,3,45,2,15,"Gpio_SfSsnCfg@442-456@./examples/HC32L19x_Template_Rev1.1.0/driver/src/gpio.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/gpio.c","Gpio_SfSsnCfg","Gpio_SfSsnCfg( en_gpio_sf_ssnspi_t enSpi , en_gpio_sf_ssn_extclk_t enSsn)",442,456
15,2,88,2,16,"Gpio_SfTimGCfg@467-482@./examples/HC32L19x_Template_Rev1.1.0/driver/src/gpio.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/gpio.c","Gpio_SfTimGCfg","Gpio_SfTimGCfg( en_gpio_sf_tim_g_t enTimG , en_gpio_sf_t enSf)",467,482
15,2,88,2,16,"Gpio_SfTimECfg@493-508@./examples/HC32L19x_Template_Rev1.1.0/driver/src/gpio.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/gpio.c","Gpio_SfTimECfg","Gpio_SfTimECfg( en_gpio_sf_tim_e_t enTimE , en_gpio_sf_t enSf)",493,508
6,1,43,2,7,"Gpio_SfTimCCfg@519-525@./examples/HC32L19x_Template_Rev1.1.0/driver/src/gpio.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/gpio.c","Gpio_SfTimCCfg","Gpio_SfTimCCfg( en_gpio_sf_tim_c_t enTimC , en_gpio_sf_t enSf)",519,525
6,1,43,2,7,"Gpio_SfPcaCfg@536-542@./examples/HC32L19x_Template_Rev1.1.0/driver/src/gpio.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/gpio.c","Gpio_SfPcaCfg","Gpio_SfPcaCfg( en_gpio_sf_pca_t enPca , en_gpio_sf_t enSf)",536,542
7,1,29,2,9,"I2C_SetBaud@44-52@./examples/HC32L19x_Template_Rev1.1.0/driver/src/i2c.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/i2c.c","I2C_SetBaud","I2C_SetBaud( M0P_I2C_TypeDef * I2Cx , uint8_t u8Tm)",44,52
7,1,38,2,9,"I2C_SetFunc@62-70@./examples/HC32L19x_Template_Rev1.1.0/driver/src/i2c.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/i2c.c","I2C_SetFunc","I2C_SetFunc( M0P_I2C_TypeDef * I2Cx , en_i2c_func_t enFunc)",62,70
7,1,38,2,9,"I2C_ClearFunc@80-88@./examples/HC32L19x_Template_Rev1.1.0/driver/src/i2c.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/i2c.c","I2C_ClearFunc","I2C_ClearFunc( M0P_I2C_TypeDef * I2Cx , en_i2c_func_t enFunc)",80,88
11,2,27,1,11,"I2C_GetIrq@98-108@./examples/HC32L19x_Template_Rev1.1.0/driver/src/i2c.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/i2c.c","I2C_GetIrq","I2C_GetIrq( M0P_I2C_TypeDef * I2Cx)",98,108
7,1,26,1,9,"I2C_ClearIrq@118-126@./examples/HC32L19x_Template_Rev1.1.0/driver/src/i2c.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/i2c.c","I2C_ClearIrq","I2C_ClearIrq( M0P_I2C_TypeDef * I2Cx)",118,126
6,1,22,1,8,"I2C_GetState@136-143@./examples/HC32L19x_Template_Rev1.1.0/driver/src/i2c.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/i2c.c","I2C_GetState","I2C_GetState( M0P_I2C_TypeDef * I2Cx)",136,143
7,1,29,2,9,"I2C_WriteByte@154-162@./examples/HC32L19x_Template_Rev1.1.0/driver/src/i2c.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/i2c.c","I2C_WriteByte","I2C_WriteByte( M0P_I2C_TypeDef * I2Cx , uint8_t u8Data)",154,162
6,1,22,1,8,"I2C_ReadByte@172-179@./examples/HC32L19x_Template_Rev1.1.0/driver/src/i2c.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/i2c.c","I2C_ReadByte","I2C_ReadByte( M0P_I2C_TypeDef * I2Cx)",172,179
38,5,207,2,44,"I2C_Init@190-233@./examples/HC32L19x_Template_Rev1.1.0/driver/src/i2c.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/i2c.c","I2C_Init","I2C_Init( M0P_I2C_TypeDef * I2Cx , stc_i2c_cfg_t * pstcI2CCfg)",190,233
4,2,26,0,4,"Lcd_GetItStatus@64-67@./examples/HC32L19x_Template_Rev1.1.0/driver/src/lcd.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/lcd.c","Lcd_GetItStatus","Lcd_GetItStatus()",64,67
4,1,25,0,4,"Lcd_ClearItPendingBit@77-80@./examples/HC32L19x_Template_Rev1.1.0/driver/src/lcd.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/lcd.c","Lcd_ClearItPendingBit","Lcd_ClearItPendingBit()",77,80
58,13,312,2,58,"Lcd_GetSegCom@91-148@./examples/HC32L19x_Template_Rev1.1.0/driver/src/lcd.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/lcd.c","Lcd_GetSegCom","Lcd_GetSegCom( stc_lcd_segcompara_t * pstcSegComPara , stc_lcd_segcom_t * pstcSegCom)",91,148
5,1,26,1,5,"Lcd_SetSegCom@159-163@./examples/HC32L19x_Template_Rev1.1.0/driver/src/lcd.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/lcd.c","Lcd_SetSegCom","Lcd_SetSegCom( stc_lcd_segcom_t * pstcSegCom)",159,163
11,1,88,1,11,"Lcd_Init@174-184@./examples/HC32L19x_Template_Rev1.1.0/driver/src/lcd.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/lcd.c","Lcd_Init","Lcd_Init( stc_lcd_cfg_t * pstcLcdCfg)",174,184
11,2,46,0,11,"Lcd_FullDisp@195-205@./examples/HC32L19x_Template_Rev1.1.0/driver/src/lcd.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/lcd.c","Lcd_FullDisp","Lcd_FullDisp()",195,205
11,2,46,0,11,"Lcd_ClearDisp@216-226@./examples/HC32L19x_Template_Rev1.1.0/driver/src/lcd.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/lcd.c","Lcd_ClearDisp","Lcd_ClearDisp()",216,226
15,2,65,2,17,"Lcd_WriteRam@237-253@./examples/HC32L19x_Template_Rev1.1.0/driver/src/lcd.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/lcd.c","Lcd_WriteRam","Lcd_WriteRam( uint8_t u8Row , uint32_t u32Data)",237,253
13,2,40,1,15,"Lpm_GotoDeepSleep@63-77@./examples/HC32L19x_Template_Rev1.1.0/driver/src/lpm.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/lpm.c","Lpm_GotoDeepSleep","Lpm_GotoDeepSleep( boolean_t bOnExit)",63,77
13,2,40,1,14,"Lpm_GotoSleep@88-101@./examples/HC32L19x_Template_Rev1.1.0/driver/src/lpm.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/lpm.c","Lpm_GotoSleep","Lpm_GotoSleep( boolean_t bOnExit)",88,101
4,1,30,2,4,"Lptim_ConfIt@61-64@./examples/HC32L19x_Template_Rev1.1.0/driver/src/lptim.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/lptim.c","Lptim_ConfIt","Lptim_ConfIt( M0P_LPTIMER_TypeDef * Lptimx , boolean_t NewStatus)",61,64
4,1,30,2,4,"Lptim_Cmd@74-77@./examples/HC32L19x_Template_Rev1.1.0/driver/src/lptim.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/lptim.c","Lptim_Cmd","Lptim_Cmd( M0P_LPTIMER_TypeDef * Lptimx , boolean_t NewStatus)",74,77
4,1,26,1,4,"Lptim_GetItStatus@86-89@./examples/HC32L19x_Template_Rev1.1.0/driver/src/lptim.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/lptim.c","Lptim_GetItStatus","Lptim_GetItStatus( M0P_LPTIMER_TypeDef * Lptimx)",86,89
4,1,27,1,4,"Lptim_ClrItStatus@98-101@./examples/HC32L19x_Template_Rev1.1.0/driver/src/lptim.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/lptim.c","Lptim_ClrItStatus","Lptim_ClrItStatus( M0P_LPTIMER_TypeDef * Lptimx)",98,101
25,4,132,2,26,"Lptim_Init@111-136@./examples/HC32L19x_Template_Rev1.1.0/driver/src/lptim.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/lptim.c","Lptim_Init","Lptim_Init( M0P_LPTIMER_TypeDef * Lptimx , stc_lptim_cfg_t * InitStruct)",111,136
5,1,33,2,7,"LPUart_EnableIrq@50-56@./examples/HC32L19x_Template_Rev1.1.0/driver/src/lpuart.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/lpuart.c","LPUart_EnableIrq","LPUart_EnableIrq( M0P_LPUART_TypeDef * LPUARTx , en_lpuart_irq_sel_t enIrqSel)",50,56
5,1,33,2,7,"LPUart_DisableIrq@66-72@./examples/HC32L19x_Template_Rev1.1.0/driver/src/lpuart.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/lpuart.c","LPUart_DisableIrq","LPUart_DisableIrq( M0P_LPUART_TypeDef * LPUARTx , en_lpuart_irq_sel_t enIrqSel)",66,72
6,1,30,2,8,"LPUart_SelSclk@82-89@./examples/HC32L19x_Template_Rev1.1.0/driver/src/lpuart.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/lpuart.c","LPUart_SelSclk","LPUart_SelSclk( M0P_LPUART_TypeDef * LPUARTx , en_lpuart_sclksel_t enSclk)",82,89
14,2,53,2,16,"LPUart_SetMultiMode@100-115@./examples/HC32L19x_Template_Rev1.1.0/driver/src/lpuart.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/lpuart.c","LPUart_SetMultiMode","LPUart_SetMultiMode( M0P_LPUART_TypeDef * LPUARTx , stc_lpuart_multimode_t * pstcMultiCfg)",100,115
4,1,16,1,4,"LPUart_HdModeEnable@125-128@./examples/HC32L19x_Template_Rev1.1.0/driver/src/lpuart.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/lpuart.c","LPUart_HdModeEnable","LPUart_HdModeEnable( M0P_LPUART_TypeDef * LPUARTx)",125,128
4,1,16,1,4,"LPUart_HdModeDisable@139-142@./examples/HC32L19x_Template_Rev1.1.0/driver/src/lpuart.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/lpuart.c","LPUart_HdModeDisable","LPUart_HdModeDisable( M0P_LPUART_TypeDef * LPUARTx)",139,142
4,1,19,2,5,"LPUart_SetTb8@153-157@./examples/HC32L19x_Template_Rev1.1.0/driver/src/lpuart.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/lpuart.c","LPUart_SetTb8","LPUart_SetTb8( M0P_LPUART_TypeDef * LPUARTx , boolean_t bTB8Value)",153,157
4,1,17,1,4,"LPUart_GetRb8@168-171@./examples/HC32L19x_Template_Rev1.1.0/driver/src/lpuart.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/lpuart.c","LPUart_GetRb8","LPUart_GetRb8( M0P_LPUART_TypeDef * LPUARTx)",168,171
5,1,20,2,6,"LPUart_SetSaddr@181-186@./examples/HC32L19x_Template_Rev1.1.0/driver/src/lpuart.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/lpuart.c","LPUart_SetSaddr","LPUart_SetSaddr( M0P_LPUART_TypeDef * LPUARTx , uint8_t u8Addr)",181,186
5,1,33,2,6,"LPUart_EnableFunc@197-202@./examples/HC32L19x_Template_Rev1.1.0/driver/src/lpuart.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/lpuart.c","LPUart_EnableFunc","LPUart_EnableFunc( M0P_LPUART_TypeDef * LPUARTx , en_lpuart_func_t enFunc)",197,202
5,1,33,2,6,"LPUart_DisableFunc@213-218@./examples/HC32L19x_Template_Rev1.1.0/driver/src/lpuart.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/lpuart.c","LPUart_DisableFunc","LPUart_DisableFunc( M0P_LPUART_TypeDef * LPUARTx , en_lpuart_func_t enFunc)",213,218
4,1,15,1,4,"LPUart_GetIsr@228-231@./examples/HC32L19x_Template_Rev1.1.0/driver/src/lpuart.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/lpuart.c","LPUart_GetIsr","LPUart_GetIsr( M0P_LPUART_TypeDef * LPUARTx)",228,231
7,1,46,2,10,"LPUart_GetStatus@242-251@./examples/HC32L19x_Template_Rev1.1.0/driver/src/lpuart.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/lpuart.c","LPUart_GetStatus","LPUart_GetStatus( M0P_LPUART_TypeDef * LPUARTx , en_lpuart_status_t enStatus)",242,251
5,1,17,1,5,"LPUart_ClrIsr@261-265@./examples/HC32L19x_Template_Rev1.1.0/driver/src/lpuart.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/lpuart.c","LPUart_ClrIsr","LPUart_ClrIsr( M0P_LPUART_TypeDef * LPUARTx)",261,265
6,1,41,2,8,"LPUart_ClrStatus@276-283@./examples/HC32L19x_Template_Rev1.1.0/driver/src/lpuart.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/lpuart.c","LPUart_ClrStatus","LPUart_ClrStatus( M0P_LPUART_TypeDef * LPUARTx , en_lpuart_status_t enStatus)",276,283
10,3,55,2,10,"LPUart_SendData@294-303@./examples/HC32L19x_Template_Rev1.1.0/driver/src/lpuart.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/lpuart.c","LPUart_SendData","LPUart_SendData( M0P_LPUART_TypeDef * LPUARTx , uint8_t u8Data)",294,303
23,5,91,3,24,"LPUart_SendDataTimeOut@314-337@./examples/HC32L19x_Template_Rev1.1.0/driver/src/lpuart.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/lpuart.c","LPUart_SendDataTimeOut","LPUart_SendDataTimeOut( M0P_LPUART_TypeDef * LPUARTx , uint8_t u8Data , uint32_t u32TimeOut)",314,337
5,1,22,2,6,"LPUart_SendDataIt@348-353@./examples/HC32L19x_Template_Rev1.1.0/driver/src/lpuart.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/lpuart.c","LPUart_SendDataIt","LPUart_SendDataIt( M0P_LPUART_TypeDef * LPUARTx , uint8_t u8Data)",348,353
4,1,17,1,4,"LPUart_ReceiveData@364-367@./examples/HC32L19x_Template_Rev1.1.0/driver/src/lpuart.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/lpuart.c","LPUart_ReceiveData","LPUart_ReceiveData( M0P_LPUART_TypeDef * LPUARTx)",364,367
26,4,191,2,33,"LPUart_Init@378-410@./examples/HC32L19x_Template_Rev1.1.0/driver/src/lpuart.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/lpuart.c","LPUart_Init","LPUart_Init( M0P_LPUART_TypeDef * LPUARTx , stc_lpuart_cfg_t * pstcCfg)",378,410
4,1,14,0,4,"Lvd_EnableIrq@66-69@./examples/HC32L19x_Template_Rev1.1.0/driver/src/lvd.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/lvd.c","Lvd_EnableIrq","Lvd_EnableIrq()",66,69
4,1,14,0,4,"Lvd_DisableIrq@79-82@./examples/HC32L19x_Template_Rev1.1.0/driver/src/lvd.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/lvd.c","Lvd_DisableIrq","Lvd_DisableIrq()",79,82
10,1,60,1,11,"Lvd_Init@92-102@./examples/HC32L19x_Template_Rev1.1.0/driver/src/lvd.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/lvd.c","Lvd_Init","Lvd_Init( stc_lvd_cfg_t * pstcCfg)",92,102
4,1,14,0,4,"Lvd_Enable@113-116@./examples/HC32L19x_Template_Rev1.1.0/driver/src/lvd.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/lvd.c","Lvd_Enable","Lvd_Enable()",113,116
4,1,14,0,4,"Lvd_Disable@126-129@./examples/HC32L19x_Template_Rev1.1.0/driver/src/lvd.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/lvd.c","Lvd_Disable","Lvd_Disable()",126,129
4,1,13,0,5,"Lvd_GetIrqStat@139-143@./examples/HC32L19x_Template_Rev1.1.0/driver/src/lvd.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/lvd.c","Lvd_GetIrqStat","Lvd_GetIrqStat()",139,143
4,1,14,0,4,"Lvd_ClearIrq@153-156@./examples/HC32L19x_Template_Rev1.1.0/driver/src/lvd.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/lvd.c","Lvd_ClearIrq","Lvd_ClearIrq()",153,156
4,1,16,0,4,"Lvd_GetFilterResult@166-169@./examples/HC32L19x_Template_Rev1.1.0/driver/src/lvd.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/lvd.c","Lvd_GetFilterResult","Lvd_GetFilterResult()",166,169
4,1,26,1,4,"Opa_Cmd@65-68@./examples/HC32L19x_Template_Rev1.1.0/driver/src/opa.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/opa.c","Opa_Cmd","Opa_Cmd( boolean_t NewStatus)",65,68
4,1,26,1,4,"Opa_CmdBuf@70-73@./examples/HC32L19x_Template_Rev1.1.0/driver/src/opa.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/opa.c","Opa_CmdBuf","Opa_CmdBuf( boolean_t NewStatus)",70,73
8,1,58,1,8,"Opa_SetZero@83-90@./examples/HC32L19x_Template_Rev1.1.0/driver/src/opa.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/opa.c","Opa_SetZero","Opa_SetZero( stc_opa_zcfg_t * InitZero)",83,90
4,1,29,2,4,"Opa_CmdOnex@100-103@./examples/HC32L19x_Template_Rev1.1.0/driver/src/opa.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/opa.c","Opa_CmdOnex","Opa_CmdOnex( en_opa_oenx_t onex , boolean_t NewState)",100,103
4,1,29,2,4,"Opa_ZeroBitCtrl@114-117@./examples/HC32L19x_Template_Rev1.1.0/driver/src/opa.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/opa.c","Opa_ZeroBitCtrl","Opa_ZeroBitCtrl( en_opa_set0ctrl_t CtrlBit , boolean_t NewState)",114,117
4,2,29,1,4,"Pca_GetItStatus@59-62@./examples/HC32L19x_Template_Rev1.1.0/driver/src/pca.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/pca.c","Pca_GetItStatus","Pca_GetItStatus( en_pca_ccficlr_t It_Src)",59,62
4,1,21,1,4,"Pca_ClrItStatus@71-74@./examples/HC32L19x_Template_Rev1.1.0/driver/src/pca.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/pca.c","Pca_ClrItStatus","Pca_ClrItStatus( en_pca_ccficlr_t It_Src)",71,74
4,1,26,1,4,"Pca_StartPca@83-86@./examples/HC32L19x_Template_Rev1.1.0/driver/src/pca.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/pca.c","Pca_StartPca","Pca_StartPca( boolean_t NewStatus)",83,86
4,1,26,1,4,"Pca_SetCidl@95-98@./examples/HC32L19x_Template_Rev1.1.0/driver/src/pca.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/pca.c","Pca_SetCidl","Pca_SetCidl( boolean_t NewStatus)",95,98
4,1,26,1,4,"Pca_Set4Wdte@107-110@./examples/HC32L19x_Template_Rev1.1.0/driver/src/pca.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/pca.c","Pca_Set4Wdte","Pca_Set4Wdte( boolean_t NewStatus)",107,110
4,1,26,1,4,"Pca_ConfPcaIt@119-122@./examples/HC32L19x_Template_Rev1.1.0/driver/src/pca.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/pca.c","Pca_ConfPcaIt","Pca_ConfPcaIt( boolean_t NewStatus)",119,122
23,6,140,2,23,"Pca_ConfModulexIt@132-154@./examples/HC32L19x_Template_Rev1.1.0/driver/src/pca.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/pca.c","Pca_ConfModulexIt","Pca_ConfModulexIt( en_pca_module_t Modulex , boolean_t NewStatus)",132,154
22,2,151,1,22,"Pca_M0Init@163-184@./examples/HC32L19x_Template_Rev1.1.0/driver/src/pca.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/pca.c","Pca_M0Init","Pca_M0Init( stc_pcacfg_t * InitStruct)",163,184
22,2,151,1,22,"Pca_M1Init@193-214@./examples/HC32L19x_Template_Rev1.1.0/driver/src/pca.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/pca.c","Pca_M1Init","Pca_M1Init( stc_pcacfg_t * InitStruct)",193,214
22,2,151,1,22,"Pca_M2Init@223-244@./examples/HC32L19x_Template_Rev1.1.0/driver/src/pca.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/pca.c","Pca_M2Init","Pca_M2Init( stc_pcacfg_t * InitStruct)",223,244
22,2,151,1,22,"Pca_M3Init@253-274@./examples/HC32L19x_Template_Rev1.1.0/driver/src/pca.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/pca.c","Pca_M3Init","Pca_M3Init( stc_pcacfg_t * InitStruct)",253,274
22,2,151,1,22,"Pca_M4Init@283-304@./examples/HC32L19x_Template_Rev1.1.0/driver/src/pca.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/pca.c","Pca_M4Init","Pca_M4Init( stc_pcacfg_t * InitStruct)",283,304
4,1,16,0,4,"Pca_GetCnt@313-316@./examples/HC32L19x_Template_Rev1.1.0/driver/src/pca.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/pca.c","Pca_GetCnt","Pca_GetCnt()",313,316
13,2,59,1,14,"Pca_SetCnt@325-338@./examples/HC32L19x_Template_Rev1.1.0/driver/src/pca.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/pca.c","Pca_SetCnt","Pca_SetCnt( uint16_t cnt)",325,338
4,1,25,1,4,"Pca_GetOut@347-350@./examples/HC32L19x_Template_Rev1.1.0/driver/src/pca.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/pca.c","Pca_GetOut","Pca_GetOut( en_pca_module_t Modulex)",347,350
23,6,85,2,23,"Pca_SetCcap@360-382@./examples/HC32L19x_Template_Rev1.1.0/driver/src/pca.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/pca.c","Pca_SetCcap","Pca_SetCcap( en_pca_module_t Modulex , uint16_t Value)",360,382
25,6,88,1,25,"Pca_GetCcap@391-415@./examples/HC32L19x_Template_Rev1.1.0/driver/src/pca.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/pca.c","Pca_GetCcap","Pca_GetCcap( en_pca_module_t Modulex)",391,415
4,1,15,1,4,"Pca_SetCarr@424-427@./examples/HC32L19x_Template_Rev1.1.0/driver/src/pca.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/pca.c","Pca_SetCarr","Pca_SetCarr( uint16_t Value)",424,427
4,1,13,0,4,"Pca_GetCarr@436-439@./examples/HC32L19x_Template_Rev1.1.0/driver/src/pca.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/pca.c","Pca_GetCarr","Pca_GetCarr()",436,439
28,6,128,3,28,"Pca_SetCcapHL@450-477@./examples/HC32L19x_Template_Rev1.1.0/driver/src/pca.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/pca.c","Pca_SetCcapHL","Pca_SetCcapHL( en_pca_module_t Modulex , uint8_t ValueH , uint8_t ValueL)",450,477
28,6,140,3,28,"Pca_GetCcapHL@488-515@./examples/HC32L19x_Template_Rev1.1.0/driver/src/pca.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/pca.c","Pca_GetCcapHL","Pca_GetCcapHL( en_pca_module_t Modulex , uint8_t * ValueH , uint8_t * ValueL)",488,515
5,1,44,1,5,"Pcnt_Cmd@61-65@./examples/HC32L19x_Template_Rev1.1.0/driver/src/pcnt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/pcnt.c","Pcnt_Cmd","Pcnt_Cmd( boolean_t NewState)",61,65
19,4,63,1,22,"Pcnt_SetB2T@75-96@./examples/HC32L19x_Template_Rev1.1.0/driver/src/pcnt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/pcnt.c","Pcnt_SetB2T","Pcnt_SetB2T( uint16_t value)",75,96
19,4,63,1,21,"Pcnt_SetB2C@105-125@./examples/HC32L19x_Template_Rev1.1.0/driver/src/pcnt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/pcnt.c","Pcnt_SetB2C","Pcnt_SetB2C( uint16_t value)",105,125
18,4,56,0,19,"Pcnt_SetT2C@134-152@./examples/HC32L19x_Template_Rev1.1.0/driver/src/pcnt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/pcnt.c","Pcnt_SetT2C","Pcnt_SetT2C()",134,152
4,1,15,1,4,"Pcnt_SetBuf@162-165@./examples/HC32L19x_Template_Rev1.1.0/driver/src/pcnt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/pcnt.c","Pcnt_SetBuf","Pcnt_SetBuf( uint16_t value)",162,165
17,2,128,1,18,"Pcnt_Init@175-192@./examples/HC32L19x_Template_Rev1.1.0/driver/src/pcnt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/pcnt.c","Pcnt_Init","Pcnt_Init( stc_pcnt_initstruct_t * InitStruct)",175,192
15,3,59,2,15,"Pcnt_ItCfg@202-216@./examples/HC32L19x_Template_Rev1.1.0/driver/src/pcnt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/pcnt.c","Pcnt_ItCfg","Pcnt_ItCfg( en_pcnt_itfce_t IT_Src , boolean_t NewState)",202,216
4,2,27,1,4,"Pcnt_GetItStatus@225-228@./examples/HC32L19x_Template_Rev1.1.0/driver/src/pcnt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/pcnt.c","Pcnt_GetItStatus","Pcnt_GetItStatus( en_pcnt_itfce_t IT_Src)",225,228
4,1,24,1,4,"Pcnt_ClrItStatus@237-240@./examples/HC32L19x_Template_Rev1.1.0/driver/src/pcnt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/pcnt.c","Pcnt_ClrItStatus","Pcnt_ClrItStatus( en_pcnt_itfce_t IT_Src)",237,240
4,1,16,0,4,"Pcnt_GetCnt@250-253@./examples/HC32L19x_Template_Rev1.1.0/driver/src/pcnt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/pcnt.c","Pcnt_GetCnt","Pcnt_GetCnt()",250,253
4,1,16,0,4,"Pcnt_GetTop@262-265@./examples/HC32L19x_Template_Rev1.1.0/driver/src/pcnt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/pcnt.c","Pcnt_GetTop","Pcnt_GetTop()",262,265
4,1,16,0,4,"Pcnt_GetBuf@274-277@./examples/HC32L19x_Template_Rev1.1.0/driver/src/pcnt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/pcnt.c","Pcnt_GetBuf","Pcnt_GetBuf()",274,277
